NAICS,Description,"2006 Wages, Salaries, & Proprietor Earnings","2007 Wages, Salaries, & Proprietor Earnings","2008 Wages, Salaries, & Proprietor Earnings","2009 Wages, Salaries, & Proprietor Earnings","2010 Wages, Salaries, & Proprietor Earnings","2011 Wages, Salaries, & Proprietor Earnings","2012 Wages, Salaries, & Proprietor Earnings","2013 Wages, Salaries, & Proprietor Earnings","2014 Wages, Salaries, & Proprietor Earnings","2015 Wages, Salaries, & Proprietor Earnings","2016 Wages, Salaries, & Proprietor Earnings","2017 Wages, Salaries, & Proprietor Earnings","2018 Wages, Salaries, & Proprietor Earnings",2001 Jobs,2002 Jobs,2003 Jobs,2004 Jobs,2005 Jobs,2006 Jobs,2007 Jobs,2008 Jobs,2009 Jobs,2010 Jobs,2011 Jobs,2012 Jobs,2013 Jobs,2014 Jobs,2015 Jobs,2016 Jobs,2017 Jobs,2018 Jobs,National 2001 Jobs,National 2002 Jobs,National 2003 Jobs,National 2004 Jobs,National 2005 Jobs,National 2006 Jobs,National 2007 Jobs,National 2008 Jobs,National 2009 Jobs,National 2010 Jobs,National 2011 Jobs,National 2012 Jobs,National 2013 Jobs,National 2014 Jobs,National 2015 Jobs,National 2016 Jobs,National 2017 Jobs,National 2018 Jobs,2004 Payrolled Business Locations,2005 Payrolled Business Locations,2006 Payrolled Business Locations,2007 Payrolled Business Locations,2008 Payrolled Business Locations,2009 Payrolled Business Locations,2010 Payrolled Business Locations,2011 Payrolled Business Locations,2012 Payrolled Business Locations,2013 Payrolled Business Locations,2014 Payrolled Business Locations,2015 Payrolled Business Locations,2016 Payrolled Business Locations,2017 Payrolled Business Locations,2018 Payrolled Business Locations
111000,Crop Production,23840.904527650193,28149.459452387524,23552.122096354877,31980.882975239278,27158.528270178285,25895.60687543371,26381.645937501893,28132.20501634456,28942.952307514664,27284.97881727084,29539.166922315875,42050.27109387177,31889.461976549224,4971.319172224902,7036.689632121401,7073.073001438696,5666.508240933427,7361.034816205335,6432.645357460062,6421.369110729902,4141.881316617265,6379.965905584254,6050.259246152162,4663.029499720328,5591.477552346654,5520.225477526552,5951.500939642602,5360.661696071031,5303.301250003971,7832.904751312372,7576.851882704223,617367.5554096298,618075.8764137626,473223.0708217758,503743.8990155952,581501.9358027597,652116.5399628885,615883.2246724587,562488.2100067949,464944.578225451,641671.6957175891,449968.0127663656,478515.91925515287,496027.15309905075,662968.1741730197,563992.5919502535,526047.4259818343,681466.1000290515,602612.4320743748,423.32829094445333,542.793641474517,441.2781118337065,410.819012343348,371.4343230737839,443.9294719451107,584.2341012551915,567.7371794275939,452.13961246423423,469.0011154293781,557.3403513962985,586.8699956953758,514.1266469698749,516.5043585913605,709.4683906944701
112000,Animal Production,32456.695913487783,32845.578372202486,29680.12087657583,36301.07883524514,29150.13196976308,34113.16872565304,29049.966866119586,28367.168460940717,30700.9559534221,42347.52306012737,38439.57568378182,47804.10380688874,36137.70543436346,5502.799870825695,5616.336282002122,5763.994683576846,4171.659751862601,5928.24246414265,5571.692148388614,4494.895897069385,5111.078186326688,5341.273990271181,5865.670760752275,5945.110290485783,5296.892891317203,5157.204953750469,5360.977479298051,5719.868980017544,4892.2227517600495,7180.889948309113,7048.849240231539,230706.24258203682,231161.82880336393,229658.99659083708,254898.86032258623,190811.65645425362,204473.09642762077,191112.56601874955,187402.6294281946,233506.20660868566,275120.1187078332,193884.59070056875,281307.7707450899,196536.7711773002,285137.07875506,316614.0173004922,232129.39656059627,305159.2706061175,298034.26187951595,446.63588405599586,343.8403170604259,500.2178023164626,376.781132700562,418.12184713809984,515.6085236696526,466.66819998202845,418.6427212036098,417.56754993693903,479.68058984969974,533.1608631699346,394.8369183082599,481.92503300211393,503.3155403043609,381.9369924392551
113110,Timber Tract Operations,0,79449.57345423933,15568.00334831773,12675.217768410164,11510.520402799457,12676.195933258556,24959.666468659198,18194.27135553875,68857.5412386682,22809.214136290924,23035.35967010096,27031.011983428594,50429.98740214193,0,14,12,0,13,11,0.39623077698298415,1.2792459001166732,0.40888878019761354,1.75567552190609,1.456643713347959,2.697270670620978,2.817393706910459,0.6136422708883532,2.2227517806232155,2.8691165256721076,2.6917196269329855,1.6665354811432307,3374.2177051931744,4211.613710055948,3424.1707804166986,4067.3808431161006,4160.6761251159205,4626.112728425433,4048.575796091786,3630.9240754352586,4065.288437960512,3111.004955260502,4527.098814688709,3197.1084823923275,3067.2838031384176,3665.6618504098888,4535.146985204466,3891.3661159338885,2912.9885274070384,3643.269171584558,14,12,13,10,0.9235020205145702,1.0123075417708605,1.1697576294653118,0.9330213744542561,0.836680195457302,0.9823871922795661,0.8639016279717907,0.8306961657712236,1.1843945586821065,0.9244339457596652,1.117395559430588
113210,Forest Nurseries and Gathering of Forest Products,10002.471546957522,8474.46682289242,0,0,12,0,12,10,0,29331.737957823316,44810.099066402145,13,10,10.767939767672775,0.4590377903485205,1.95400500279602,0.3010195311089664,0.774186969745527,0.7235941919523541,0.21544842283928448,0,12,0,0,0,0,15,0.3107907004657953,0.8632612608088247,15,14,2765.654454829038,2487.6487661123856,2725.019056081076,2321.8554100667875,3097.121314950758,2085.625758760478,2715.1851755138923,2317.488561571222,3610.4067977603386,3172.013249584074,3607.785901444169,3709.3623785308573,2660.24490220826,2396.69316109592,2433.25560463749,1992.9866871566219,2400.007810762764,2433.633340710715,0.9482617501984351,1.0868726408923977,1.6327907993923874,1.062230193731375,0,0,0,10,15,11,0,14,0.81977418824099,10,15
113310,Logging,31396.90480283573,42879.53507952151,29393.39319717839,28211.27248240429,33684.52717963609,36881.27676338516,41366.3297858287,44920.16341877182,29564.54241859435,41135.95843976589,46749.0674726133,45005.542355926584,49005.839496510904,127.43553339194096,109.0791169084935,88.1615705407076,108.5369711610497,113.8968233994555,106.0775852436814,134.57727808176884,130.06855671082553,121.08829616676773,136.01347446337232,118.3254159180853,113.10756086532206,99.35069592454664,85.7353222258883,88.37642380284768,83.10066064245493,98.02641018079365,101.75332899054224,73918.58150502936,61858.0653722161,73818.3024737208,74091.41412994266,52034.540296142826,52389.23999997145,48770.263102956094,60681.661016286904,51563.61255134634,57347.44435323873,45052.81478712572,53585.728589383696,43065.04261786559,45079.13028002098,45016.47878396809,57589.857772176976,47371.19493716951,45684.19680271614,38.03037584433332,33.805066689685916,34.785796023253354,39.55355755444616,33.27249585259706,40.321038016700186,28.266281025251374,37.78110071527772,34.55179196060635,30.517929679621012,35.63558645360172,44.83108820162015,36.83934145122767,40.29789963469375,31.912627730041276
114111,Finfish Fishing,11250.714998977253,0,10,37302.00409818335,26616.042487940394,12111.580415201834,34417.4748813213,308.5507569954593,17454.239773094938,8746.576987663066,13,0,14,0,0,15,0,15,0.6292918673402759,0,0,1.2049027490547362,1.2850934386434416,2.3036509226156348,1.539694555676833,3.2089582507074352,0.5280468397617325,0.26816737309998645,0,14,10,3324.6496305447563,4805.844734499572,4767.4528904296085,4844.531323876372,4421.284753487639,4127.815309519311,4287.7397647148355,3195.6099329413137,3270.669483977983,3329.535651975537,3925.166491570979,4320.142066914859,3304.9063285804405,2922.903300696024,4091.968952426194,3363.9644077021962,3498.615949675849,3514.0240883482443,0,0,1.0924519580323249,0,14,0,2.2880135921994222,1.9487244177609682,1.7404613940510898,1.1083086270373315,0.906590112124104,0,0,14,11
114112,Shellfish Fishing,0,10,0,15,12,11,12,13,12,0,0,0,0,14,0,11,0,15,10,0,13,0,14,13,14,10,0,0,0,0,11,3134.1254293743755,3656.8972926213605,3616.5540537830616,2699.0294107416435,3437.6395830234096,3167.7151509810556,2830.0428280949463,3065.646445282743,2605.3707249971776,2232.7347913344793,2465.8970680047196,3016.4405061987973,2090.5334981645997,2024.2126511691488,2769.1623914955226,2901.766633558693,2960.6117128824994,2605.9703718077076,0,15,13,15,11,0,0,13,10,10,12,11,15,0,13
114119,Other Marine Fishing,0,11,10,11,0,11,0,12,0,13,0,13,15,10,0,11,13,13,14,0,15,15,13,0,0,0,14,0,0,0,0,104.58408725208349,106.73022208603939,141.14013878468145,80.56792930209414,84.06454717887259,100.66528992498051,142.94069982385238,202.3734338446786,174.71672724546121,172.39182450567742,194.70587267431864,244.1989994929755,254.5712633473452,247.45953257529936,218.8570168523995,498.5507994278199,447.8697796165972,387.5419390957203,0,0,12,12,0,0,15,10,13,0,13,0,0,15,0
114210,Hunting and Trapping,0,91317.6456455753,5244.1231149445985,13,28866.19160223591,25305.93672811084,38679.041316581504,50897.696105628114,18383.884868466255,28930.01999570941,32464.676865869653,37240.251897702,51919.553799772264,0.9652784884733916,19.60993702844437,20.934231582973513,10.925027814781577,12,0,0.7601763238998496,0.9077823587026688,10,2.856446516323263,2.337229719323239,2.8832555854469115,2.24045802140953,3.649764701814982,5.628336527081947,6.357207095667035,7.7334560548052895,8.710444925935843,4233.774591447931,3043.716472184303,2280.64482681026,2345.6968691963475,1948.554246622508,2252.967016042252,2139.383088451969,1747.5818855624448,1453.7346019255338,1953.7723436230756,2179.9737853751362,1916.242286841095,2203.1992747086974,1877.7139758038031,2283.877736110654,2353.39620152878,1818.4259773810027,2263.1899592005634,11,15,12,1.0468308209325188,1.0259217153536155,12,1.1686821723007597,1.9294241947121917,1.0213488542940468,1.7258960731094704,1.6163920901017264,3.204930918989703,3.2005460193846376,5.565418183803558,4.267705469019711
115111,Cotton Ginning,12,12,10,12,0,13,10,0,0,13,11,0,14,11,13,13,0,14,12,0,0,0,0,14,14,0,0,12,12,11,14,11590.659205887048,12488.651911161445,11219.251935639259,9217.674274470217,11894.209053691677,8466.482717441682,8866.603933853434,9482.616479285505,7090.663271899138,8937.368548381706,6384.457928767772,8626.155587140516,6196.813479697231,7299.948909165718,6598.789726201625,7115.7526867543875,7280.066639071297,5885.83167799683,13,0,0,13,14,13,0,0,15,14,0,0,0,0,0
